"","X.1","X","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend","tempc","precip","Absolute_change","lat_cat","long_cat","geo.coords"
"922",922,945,"Savanna","Somalia","SOMB34",8.000742325,48.4369197,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"14.04","12.8",-1.24,-0.206666667,"very high resolution satellite imagery","s609","Africa","Decrease","Savanna_decrease",25,156,0.206666667,0,40,"_ 0 _ 40 _"
"923",923,946,"Savanna","Somalia","SOMB35",7.402701789,48.3387689,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"17.08","17.45",0.37,0.061666667,"very high resolution satellite imagery","s610","Africa","Increase","Savanna_increase",26.5,161,0.061666667,0,40,"_ 0 _ 40 _"
"924",924,947,"Savanna","Somalia","SOMB36",7.386806273,48.43047151,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"9.64","9.61",-0.03,-0.005,"very high resolution satellite imagery","s611","Africa","Stable","Savanna_stable",26.7,158,0.005,0,40,"_ 0 _ 40 _"
"925",925,948,"Savanna","Somalia","SOMB37",7.960306614,48.31544057,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16.89","18.12",1.23,0.205,"very high resolution satellite imagery","s612","Africa","Increase","Savanna_increase",25.1,157,0.205,0,40,"_ 0 _ 40 _"
"926",926,949,"Savanna","Somalia","SOMB38",7.964697755,48.36003166,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.13","22.09",0.96,0.16,"very high resolution satellite imagery","s613","Africa","Increase","Savanna_increase",25.2,153,0.16,0,40,"_ 0 _ 40 _"
"927",927,950,"Savanna","Somalia","SOMB39",7.953708989,48.3941747,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16.99","17.62",0.63,0.105,"very high resolution satellite imagery","s614","Africa","Increase","Savanna_increase",25,161,0.105,0,40,"_ 0 _ 40 _"
"928",928,951,"Savanna","Somalia","SOMB40",7.967724943,48.44814909,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16.66","15.02",-1.64,-0.273333333,"very high resolution satellite imagery","s615","Africa","Decrease","Savanna_decrease",25.1,156,0.273333333,0,40,"_ 0 _ 40 _"
"929",929,952,"Savanna","Somalia","SOMB41",7.909830099,48.31407541,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"8.8","7.57",-1.23,-0.205,"very high resolution satellite imagery","s616","Africa","Decrease","Savanna_decrease",25.4,145,0.205,0,40,"_ 0 _ 40 _"
"930",930,953,"Savanna","Somalia","SOMC1",9.522240484,49.68827143,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.86","4.89",1.03,0.103,"very high resolution satellite imagery","s617","Africa","Increase","Savanna_increase",25.8,126,0.103,0,40,"_ 0 _ 40 _"
"931",931,954,"Savanna","Somalia","SOMC2",9.277416234,49.70294992,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.9","3.29",-1.61,-0.161,"very high resolution satellite imagery","s618","Africa","Decrease","Savanna_decrease",26.2,131,0.161,0,40,"_ 0 _ 40 _"
"932",932,955,"Savanna","Somalia","SOMC3",9.271576811,49.74204359,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"2.64","3.85",1.21,0.121,"very high resolution satellite imagery","s619","Africa","Increase","Savanna_increase",26.2,134,0.121,0,40,"_ 0 _ 40 _"
"933",933,956,"Savanna","Somalia","SOMC4",9.225394336,49.70569937,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.59","7.09",3.5,0.35,"very high resolution satellite imagery","s620","Africa","Increase","Savanna_increase",26.3,132,0.35,0,40,"_ 0 _ 40 _"
"934",934,957,"Savanna","Somalia","SOMC5",9.207852637,49.66267286,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.23","4.46",0.23,0.023,"very high resolution satellite imagery","s621","Africa","Increase","Savanna_increase",26.3,131,0.023,0,40,"_ 0 _ 40 _"
"935",935,958,"Savanna","Somalia","SOMC6",9.185059691,49.74257296,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"13.04","13.41",0.37,0.037,"very high resolution satellite imagery","s622","Africa","Increase","Savanna_increase",26.4,132,0.037,0,40,"_ 0 _ 40 _"
"936",936,959,"Savanna","Somalia","SOMC7",9.160041277,49.67196025,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.04","7.74",0.7,0.07,"very high resolution satellite imagery","s623","Africa","Increase","Savanna_increase",26.3,128,0.07,0,40,"_ 0 _ 40 _"
"937",937,960,"Savanna","Somalia","SOMC8",9.140131492,49.71872465,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.66","6.95",2.29,0.229,"very high resolution satellite imagery","s624","Africa","Increase","Savanna_increase",26.4,125,0.229,0,40,"_ 0 _ 40 _"
"938",938,961,"Savanna","Somalia","SOMC9",9.121674282,49.67985267,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.44","6.12",2.68,0.268,"very high resolution satellite imagery","s625","Africa","Increase","Savanna_increase",26.2,140,0.268,0,40,"_ 0 _ 40 _"
"939",939,962,"Savanna","Somalia","SOMC10",9.106187306,49.74267218,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"5.65","7.07",1.42,0.142,"very high resolution satellite imagery","s626","Africa","Increase","Savanna_increase",26.3,126,0.142,0,40,"_ 0 _ 40 _"
"940",940,963,"Savanna","Somalia","SOMC11",9.074705586,49.68676374,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"10.26","11.01",0.75,0.075,"very high resolution satellite imagery","s627","Africa","Increase","Savanna_increase",26.4,129,0.075,0,40,"_ 0 _ 40 _"
"941",941,964,"Savanna","Somalia","SOMC12",9.440066668,49.68485644,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.14","3.4",0.26,0.026,"very high resolution satellite imagery","s628","Africa","Increase","Savanna_increase",25.9,130,0.026,0,40,"_ 0 _ 40 _"
"942",942,965,"Savanna","Somalia","SOMC13",9.076550118,49.72188841,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"0.01","0",-0.01,-0.001,"very high resolution satellite imagery","s629","Africa","Stable","Savanna_stable",26.3,128,0.001,0,40,"_ 0 _ 40 _"
"943",943,966,"Savanna","Somalia","SOMC14",9.040316457,49.67961259,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"6.76","10.81",4.05,0.405,"very high resolution satellite imagery","s630","Africa","Increase","Savanna_increase",26.4,123,0.405,0,40,"_ 0 _ 40 _"
"944",944,967,"Savanna","Somalia","SOMC15",9.03310987,49.69442288,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"6.67","9.19",2.52,0.252,"very high resolution satellite imagery","s631","Africa","Increase","Savanna_increase",26.4,129,0.252,0,40,"_ 0 _ 40 _"
"945",945,968,"Savanna","Somalia","SOMC16",8.993080021,49.67734884,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"2.82","3.87",1.05,0.105,"very high resolution satellite imagery","s632","Africa","Increase","Savanna_increase",26.4,123,0.105,0,40,"_ 0 _ 40 _"
"946",946,969,"Savanna","Somalia","SOMC17",8.99565325,49.73018507,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.74","9.87",2.13,0.213,"very high resolution satellite imagery","s633","Africa","Increase","Savanna_increase",26.4,124,0.213,0,40,"_ 0 _ 40 _"
"947",947,970,"Savanna","Somalia","SOMC18",9.061706168,49.74136328,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.96","6.6",1.64,0.164,"very high resolution satellite imagery","s634","Africa","Increase","Savanna_increase",26.1,139,0.164,0,40,"_ 0 _ 40 _"
"948",948,971,"Savanna","Somalia","SOMC19",9.440041985,49.72715824,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.4","4.06",-0.34,-0.034,"very high resolution satellite imagery","s635","Africa","Decrease","Savanna_decrease",25.9,130,0.034,0,40,"_ 0 _ 40 _"
"949",949,972,"Savanna","Somalia","SOMC20",9.405287016,49.6700853,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.24","10.6",3.36,0.336,"very high resolution satellite imagery","s636","Africa","Increase","Savanna_increase",26,135,0.336,0,40,"_ 0 _ 40 _"
"950",950,973,"Savanna","Somalia","SOMC21",9.40812018,49.70782987,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"0.9","0.86",-0.04,-0.004,"very high resolution satellite imagery","s637","Africa","Stable","Savanna_stable",26,131,0.004,0,40,"_ 0 _ 40 _"
"951",951,974,"Savanna","Somalia","SOMC22",9.360839068,49.6857916,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"6.52","7.25",0.73,0.073,"very high resolution satellite imagery","s638","Africa","Increase","Savanna_increase",26.1,124,0.073,0,40,"_ 0 _ 40 _"
"952",952,975,"Savanna","Somalia","SOMC23",9.563548593,49.72822089,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"2.27","3.83",1.56,0.156,"very high resolution satellite imagery","s639","Africa","Increase","Savanna_increase",25.7,128,0.156,0,40,"_ 0 _ 40 _"
"953",953,976,"Savanna","Somalia","SOMC24",9.337224304,49.66280519,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"1.6","2.38",0.78,0.078,"very high resolution satellite imagery","s640","Africa","Increase","Savanna_increase",26.1,130,0.078,0,40,"_ 0 _ 40 _"
"954",954,977,"Savanna","Somalia","SOMC25",9.330994572,49.71450547,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.46","8.6",5.14,0.514,"very high resolution satellite imagery","s641","Africa","Increase","Savanna_increase",26.2,126,0.514,0,40,"_ 0 _ 40 _"
"955",955,978,"Savanna","South Africa","SOTA",-24.4850785,31.61990031,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"12.43","16.29",3.86,0.296923077,"very high resolution satellite imagery","s642","Africa","Increase","Savanna_increase",21.8,629,0.296923077,-30,30,"_ -30 _ 30 _"
"956",956,979,"Savanna","South Sudan","SSUA1",9.723089725,24.56548952,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"26.6","29.31",2.71,0.301111111,"very high resolution satellite imagery","s643","Africa","Increase","Savanna_increase",26.1,708,0.301111111,0,20,"_ 0 _ 20 _"
"957",957,980,"Savanna","South Sudan","SSUA2",9.640223215,24.60113437,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"31.84","34.47",2.63,0.292222222,"very high resolution satellite imagery","s644","Africa","Increase","Savanna_increase",26.1,839,0.292222222,0,20,"_ 0 _ 20 _"
"958",958,981,"Savanna","South Sudan","SSUA3",9.633581195,24.64673538,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"27.52","31.56",4.04,0.448888889,"very high resolution satellite imagery","s645","Africa","Increase","Savanna_increase",26.2,763,0.448888889,0,20,"_ 0 _ 20 _"
"959",959,982,"Savanna","South Sudan","SSUA4",9.60310955,24.55572018,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"20.7","29.54",8.84,0.982222222,"very high resolution satellite imagery","s646","Africa","Increase","Savanna_increase",26.1,779,0.982222222,0,20,"_ 0 _ 20 _"
"960",960,983,"Savanna","South Sudan","SSUA5",9.569954456,24.56031097,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"40.08","47.64",7.56,0.84,"very high resolution satellite imagery","s647","Africa","Increase","Savanna_increase",26.2,798,0.84,0,20,"_ 0 _ 20 _"
"961",961,984,"Savanna","South Sudan","SSUA6",9.520854582,24.56049926,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"31.28","29.12",-2.16,-0.24,"very high resolution satellite imagery","s648","Africa","Decrease","Savanna_decrease",26.2,779,0.24,0,20,"_ 0 _ 20 _"
"962",962,985,"Savanna","South Sudan","SSUA7",9.52739129,24.61245751,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"22.93","23.45",0.52,0.057777778,"very high resolution satellite imagery","s649","Africa","Increase","Savanna_increase",26.2,755,0.057777778,0,20,"_ 0 _ 20 _"
"963",963,986,"Savanna","South Sudan","SSUA8",9.510114424,24.63787496,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.15","25.94",-6.21,-0.69,"very high resolution satellite imagery","s650","Africa","Decrease","Savanna_decrease",26,786,0.69,0,20,"_ 0 _ 20 _"
"964",964,987,"Savanna","South Sudan","SSUA9",9.483787661,24.64835812,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"23.28","23.4",0.12,0.013333333,"very high resolution satellite imagery","s651","Africa","Increase","Savanna_increase",26,774,0.013333333,0,20,"_ 0 _ 20 _"
"965",965,988,"Savanna","South Sudan","SSUA10",9.435966711,24.64098699,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"28.67","29.41",0.74,0.082222222,"very high resolution satellite imagery","s652","Africa","Increase","Savanna_increase",26,784,0.082222222,0,20,"_ 0 _ 20 _"
"966",966,989,"Savanna","South Sudan","SSUA11",9.360144206,24.64061571,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"26.24","23.62",-2.62,-0.291111111,"very high resolution satellite imagery","s653","Africa","Decrease","Savanna_decrease",26,784,0.291111111,0,20,"_ 0 _ 20 _"
"967",967,990,"Savanna","South Sudan","SSUA12",9.720138303,24.6004204,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"34.51","42.17",7.66,0.851111111,"very high resolution satellite imagery","s654","Africa","Increase","Savanna_increase",26.1,728,0.851111111,0,20,"_ 0 _ 20 _"
"968",968,991,"Savanna","South Sudan","SSUA13",9.361941677,24.67784867,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"27.66","27.88",0.22,0.024444444,"very high resolution satellite imagery","s655","Africa","Increase","Savanna_increase",26,795,0.024444444,0,20,"_ 0 _ 20 _"
"969",969,992,"Savanna","South Sudan","SSUA14",9.321190848,24.68051057,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.41","27.79",-4.62,-0.513333333,"very high resolution satellite imagery","s656","Africa","Decrease","Savanna_decrease",25.8,815,0.513333333,0,20,"_ 0 _ 20 _"
"970",970,993,"Savanna","South Sudan","SSUA15",9.716329601,24.63609025,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"29.68","36.2",6.52,0.724444444,"very high resolution satellite imagery","s657","Africa","Increase","Savanna_increase",26.1,778,0.724444444,0,20,"_ 0 _ 20 _"
"971",971,994,"Savanna","South Sudan","SSUA16",9.719157183,24.68622764,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"35.14","34.36",-0.78,-0.086666667,"very high resolution satellite imagery","s658","Africa","Decrease","Savanna_decrease",26.2,748,0.086666667,0,20,"_ 0 _ 20 _"
"972",972,995,"Savanna","South Sudan","SSUA17",9.680564609,24.5606782,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"19.62","29.01",9.39,1.043333333,"very high resolution satellite imagery","s659","Africa","Increase","Savanna_increase",26,777,1.043333333,0,20,"_ 0 _ 20 _"
"973",973,996,"Savanna","South Sudan","SSUA18",9.68251009,24.59958728,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"25","26.29",1.29,0.143333333,"very high resolution satellite imagery","s660","Africa","Increase","Savanna_increase",26,794,0.143333333,0,20,"_ 0 _ 20 _"
"974",974,997,"Savanna","South Sudan","SSUA19",9.678529948,24.63395913,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"42.89","39.06",-3.83,-0.425555556,"very high resolution satellite imagery","s661","Africa","Decrease","Savanna_decrease",26.2,744,0.425555556,0,20,"_ 0 _ 20 _"
"975",975,998,"Savanna","South Sudan","SSUA20",9.681187787,24.68090986,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"22.35","23.89",1.54,0.171111111,"very high resolution satellite imagery","s662","Africa","Increase","Savanna_increase",26.3,748,0.171111111,0,20,"_ 0 _ 20 _"
"976",976,999,"Savanna","South Sudan","SSUA21",9.637290076,24.56104743,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"25.98","24.55",-1.43,-0.158888889,"very high resolution satellite imagery","s663","Africa","Decrease","Savanna_decrease",26.1,781,0.158888889,0,20,"_ 0 _ 20 _"
"977",977,1000,"Savanna","South Sudan","SSUB1",6.802365227,30.90019348,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"55.15","35.99",-19.16,-2.128888889,"very high resolution satellite imagery","s664","Africa","Decrease","Savanna_decrease",26.2,843,2.128888889,0,30,"_ 0 _ 30 _"
"978",978,1001,"Savanna","South Sudan","SSUB2",6.722815418,30.91468317,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"45.05","51.31",6.26,0.695555556,"very high resolution satellite imagery","s665","Africa","Increase","Savanna_increase",26.1,866,0.695555556,0,30,"_ 0 _ 30 _"
"979",979,1002,"Savanna","South Sudan","SSUB3",6.680127129,30.96908798,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"36.43","43.28",6.85,0.761111111,"very high resolution satellite imagery","s666","Africa","Increase","Savanna_increase",26.1,847,0.761111111,0,30,"_ 0 _ 30 _"
"980",980,1003,"Savanna","South Sudan","SSUB4",6.630823102,30.99343928,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"46.18","54.07",7.89,0.876666667,"very high resolution satellite imagery","s667","Africa","Increase","Savanna_increase",26,887,0.876666667,0,30,"_ 0 _ 30 _"
"981",981,1004,"Savanna","Abyei","SUDA1",9.658004546,28.3965015,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"58.56","70.25",11.69,1.169,"very high resolution satellite imagery","s668","Africa","Increase","Savanna_increase",27.3,760,1.169,0,20,"_ 0 _ 20 _"
"982",982,1005,"Savanna","Abyei","SUDA2",9.523376577,28.44380462,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"69.11","60.75",-8.36,-0.836,"very high resolution satellite imagery","s669","Africa","Decrease","Savanna_decrease",27.3,778,0.836,0,20,"_ 0 _ 20 _"
"983",983,1006,"Savanna","Abyei","SUDA3",9.529276931,28.47807744,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"79.68","66.74",-12.94,-1.294,"very high resolution satellite imagery","s670","Africa","Decrease","Savanna_decrease",27.3,777,1.294,0,20,"_ 0 _ 20 _"
"984",984,1007,"Savanna","Abyei","SUDA4",9.658090743,28.44757343,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"60.85","59.99",-0.86,-0.086,"very high resolution satellite imagery","s671","Africa","Decrease","Savanna_decrease",27.3,763,0.086,0,20,"_ 0 _ 20 _"
"985",985,1008,"Savanna","Abyei","SUDA5",9.65080757,28.48173488,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"62.12","64.08",1.96,0.196,"very high resolution satellite imagery","s672","Africa","Increase","Savanna_increase",27.3,758,0.196,0,20,"_ 0 _ 20 _"
"986",986,1009,"Savanna","Abyei","SUDA6",9.631386316,28.48268148,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"58.1","65.65",7.55,0.755,"very high resolution satellite imagery","s673","Africa","Increase","Savanna_increase",27.3,766,0.755,0,20,"_ 0 _ 20 _"
"987",987,1010,"Savanna","Abyei","SUDA7",9.552960461,28.40498578,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"8.06","9.88",1.82,0.182,"very high resolution satellite imagery","s674","Africa","Increase","Savanna_increase",27.3,770,0.182,0,20,"_ 0 _ 20 _"
"988",988,1011,"Savanna","Abyei","SUDA8",9.561430834,28.47706877,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"49.43","41.89",-7.54,-0.754,"very high resolution satellite imagery","s675","Africa","Decrease","Savanna_decrease",27.3,760,0.754,0,20,"_ 0 _ 20 _"
"989",989,1012,"Savanna","Abyei","SUDA9",9.524918701,28.39850664,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"13.6","14.34",0.74,0.074,"very high resolution satellite imagery","s676","Africa","Increase","Savanna_increase",27.3,763,0.074,0,20,"_ 0 _ 20 _"
"990",990,1013,"Savanna","Sudan","SUDB1",13.32400762,29.15789091,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"10.39","11.89",1.5,0.15,"very high resolution satellite imagery","s677","Africa","Increase","Savanna_increase",26.4,277,0.15,10,20,"_ 10 _ 20 _"
