Number,Citation,Country,Site,Continent,Vegetation.Description,Biome,Biome_type,Area.Sampled.km2,Method,Start_cover,End_cover,Total_cover_change,Start_year,End_year,Time_period,Annual.rate,Landuse,Species,Woody.functional.type,Species_Group,Latitude,Longitude,Rainfall,Temp,Causes,Drivers,Notes,MGC questions
,Axelsson and Hanan 2018,Tanzania,TANB5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,13.07,11.77,-1.3,2004,2012,8,-0.1625,Rangelands,trees/shrubs,Woody plants,Group,-8.952253457,38.46165774,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANB6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,13.81,13.63,-0.18,2004,2012,8,-0.0225,Rangelands,trees/shrubs,Woody plants,Group,-8.954188289,38.51828593,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANB7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,17.11,19.74,2.63,2004,2012,8,0.32875,Rangelands,trees/shrubs,Woody plants,Group,-9.012175328,38.4538897,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANB8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,22.72,21.92,-0.8,2004,2012,8,-0.1,Rangelands,trees/shrubs,Woody plants,Group,-8.637451133,38.4233378,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANB9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,33.45,26.86,-6.59,2004,2012,8,-0.82375,Rangelands,trees/shrubs,Woody plants,Group,-8.699371134,38.46528107,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANB10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,78.64,81.83,3.19,2004,2012,8,0.39875,Rangelands,trees/shrubs,Woody plants,Group,-8.720196177,38.49363568,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANB11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,28.02,31.21,3.19,2004,2012,8,0.39875,Rangelands,trees/shrubs,Woody plants,Group,-8.720063647,38.5067087,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANC1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,1.01,2.53,1.52,2003,2015,12,0.126666667,Rangelands,trees/shrubs,Woody plants,Group,-2.529066563,35.18605579,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANC2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,4.16,5.05,0.89,2003,2015,12,0.074166667,Rangelands,trees/shrubs,Woody plants,Group,-2.542715938,35.15898277,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANC3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,3.9,5.5,1.6,2003,2015,12,0.133333333,Rangelands,trees/shrubs,Woody plants,Group,-2.526616608,35.12168594,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANC4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.86,1.57,0.71,2003,2015,12,0.059166667,Rangelands,trees/shrubs,Woody plants,Group,-2.559325177,35.09452039,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANC5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0,0,0,2003,2015,12,0,Rangelands,trees/shrubs,Woody plants,Group,-2.597060427,35.09308756,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Uganda,UGAA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.08,4.47,-1.61,2004,2013,9,-0.178888889,Rangelands,trees/shrubs,Woody plants,Group,4.000196411,33.37495449,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Uganda,UGAA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,35.81,41.1,5.29,2004,2013,9,0.587777778,Rangelands,trees/shrubs,Woody plants,Group,3.519980898,33.36108348,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Uganda,UGAA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,9.06,9.17,0.11,2004,2013,9,0.012222222,Rangelands,trees/shrubs,Woody plants,Group,3.99998327,33.39744058,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Uganda,UGAA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,7.48,10.83,3.35,2004,2013,9,0.372222222,Rangelands,trees/shrubs,Woody plants,Group,3.994020767,33.4177587,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Uganda,UGAA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.23,3.54,1.31,2004,2013,9,0.145555556,Rangelands,trees/shrubs,Woody plants,Group,3.963606904,33.37096154,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Uganda,UGAA6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.32,6.44,0.12,2004,2013,9,0.013333333,Rangelands,trees/shrubs,Woody plants,Group,3.953897385,33.40811365,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Uganda,UGAA7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.98,7.96,0.98,2004,2013,9,0.108888889,Rangelands,trees/shrubs,Woody plants,Group,3.914655415,33.36904194,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zambia,ZAMA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,65.24,70.34,5.1,2005,2015,10,0.51,Rangelands,trees/shrubs,Woody plants,Group,-14.64936055,24.34845333,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zambia,ZAMA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,64.95,62.5,-2.45,2005,2015,10,-0.245,Rangelands,trees/shrubs,Woody plants,Group,-14.85184431,24.40849145,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Zambia,ZAMA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,66.41,67.66,1.25,2005,2015,10,0.125,Rangelands,trees/shrubs,Woody plants,Group,-14.69546436,24.34621198,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zambia,ZAMA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,70.26,75.28,5.02,2005,2015,10,0.502,Rangelands,trees/shrubs,Woody plants,Group,-14.68009067,24.40023716,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zambia,ZAMA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,73.67,64.63,-9.04,2005,2015,10,-0.904,Rangelands,trees/shrubs,Woody plants,Group,-14.7166896,24.39222647,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Zambia,ZAMA6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,76.89,76.22,-0.67,2005,2015,10,-0.067,Rangelands,trees/shrubs,Woody plants,Group,-14.75643128,24.41813177,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Zambia,ZAMA7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,62.72,62.9,0.18,2005,2015,10,0.018,Rangelands,trees/shrubs,Woody plants,Group,-14.76233372,24.38320626,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zambia,ZAMA8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,69.07,68.74,-0.33,2005,2015,10,-0.033,Rangelands,trees/shrubs,Woody plants,Group,-14.80004769,24.42429521,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Zambia,ZAMA9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,50.93,51.37,0.44,2005,2015,10,0.044,Rangelands,trees/shrubs,Woody plants,Group,-14.79353546,24.3777033,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zambia,ZAMA10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,67.01,68.83,1.82,2005,2015,10,0.182,Rangelands,trees/shrubs,Woody plants,Group,-14.83321252,24.35186082,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,47.21,50.62,3.41,2002,2014,12,0.284166667,Rangelands,trees/shrubs,Woody plants,Group,-18.55690472,26.96255075,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,46.78,54.27,7.49,2002,2014,12,0.624166667,Rangelands,trees/shrubs,Woody plants,Group,-18.7025987,27.0102856,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,27.7,27.82,0.12,2002,2014,12,0.01,Rangelands,trees/shrubs,Woody plants,Group,-18.56318891,27.00453076,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,23.24,29.18,5.94,2002,2014,12,0.495,Rangelands,trees/shrubs,Woody plants,Group,-18.59516147,26.95687023,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,35,24.84,-10.16,2002,2014,12,-0.846666667,Rangelands,trees/shrubs,Woody plants,Group,-18.5998513,27.00054802,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,15.86,21.81,5.95,2002,2014,12,0.495833333,Rangelands,trees/shrubs,Woody plants,Group,-18.64108516,26.96349814,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,47.46,46.23,-1.23,2002,2014,12,-0.1025,Rangelands,trees/shrubs,Woody plants,Group,-18.64612505,27.00337676,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,72.94,80.49,7.55,2002,2014,12,0.629166667,Rangelands,trees/shrubs,Woody plants,Group,-18.68274407,26.95708385,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,33.75,41.47,7.72,2002,2014,12,0.643333333,Rangelands,trees/shrubs,Woody plants,Group,-18.68259443,26.9975249,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Zimbabwe,ZIMA10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,14.78,28.89,14.11,2002,2014,12,1.175833333,Rangelands,trees/shrubs,Woody plants,Group,-18.69744252,26.97361741,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Angola,ANGA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,83.37,82.48,-0.89,2004,2014,10,-0.089,,,,Group,-13.9715271,18.44439308,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,92.69,86.67,-6.02,2004,2014,10,-0.602,,,,Group,-13.98460768,18.5302474,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,90.68,88.99,-1.69,2004,2014,10,-0.169,,,,Group,-14.00002561,18.4388572,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGB1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,95.91,95.25,-0.66,2004,2012,8,-0.0825,,,,Group,-11.67997224,23.31808543,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGB2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,93.8,92.98,-0.82,2004,2012,8,-0.1025,,,,Group,-11.80006723,23.31679525,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGB3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,89.37,91.82,2.45,2004,2012,8,0.30625,,,,Group,-11.80402105,23.35649585,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGB4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,98.28,98.27,-0.01,2004,2012,8,-0.00125,,,,Group,-11.79427679,23.39737203,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGB6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,96.38,94.56,-1.82,2004,2012,8,-0.2275,,,,Group,-11.87965123,23.39269971,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGB8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,89.48,82.61,-6.87,2004,2012,8,-0.85875,,,,Group,-11.67998238,23.40018286,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGB9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,94.98,93.85,-1.13,2004,2012,8,-0.14125,,,,Group,-11.72250875,23.31652476,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Angola,ANGB10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,77.6,80.85,3.25,2004,2012,8,0.40625,,,,Group,-11.71747763,23.36097093,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,13.1,13.01,-0.09,2002,2014,12,-0.0075,,,,Group,-25.51903433,22.12063554,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,14.7,14.22,-0.48,2002,2014,12,-0.04,,,,Group,-25.60120866,22.11667336,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,8.41,6.16,-2.25,2002,2014,12,-0.1875,,,,Group,-25.63385414,22.12159652,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,13.89,13.01,-0.88,2002,2014,12,-0.073333333,,,,Group,-25.43611117,22.1226723,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA15,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,8.92,8.39,-0.53,2002,2014,12,-0.044166667,,,,Group,-25.4370458,22.16366791,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA16,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,5.94,5.34,-0.6,2002,2014,12,-0.05,,,,Group,-25.43766395,22.20052145,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA17,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,22.3,20.67,-1.63,2002,2014,12,-0.135833333,,,,Group,-25.4774863,22.04169518,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA18,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,10.97,10.09,-0.88,2002,2014,12,-0.073333333,,,,Group,-25.47927938,22.07796403,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA19,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,10.27,10.23,-0.04,2002,2014,12,-0.003333333,,,,Group,-25.47251095,22.11790752,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTA20,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,17.01,15.92,-1.09,2002,2014,12,-0.090833333,,,,Group,-25.47723823,22.15797081,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTD2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,14.77,10.66,-4.11,2005,2015,10,-0.411,,,,Group,-23.80088078,26.96681177,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTD3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,35.39,19.55,-15.84,2005,2015,10,-1.584,,,,Group,-23.80125284,26.99672249,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTD7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,14.02,12.63,-1.39,2005,2015,10,-0.139,,,,Group,-23.64357128,27.04505642,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTD10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,34.09,30.98,-3.11,2005,2015,10,-0.311,,,,Group,-23.71997821,27.04077932,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTD11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,23.45,18.21,-5.24,2005,2015,10,-0.524,,,,Group,-23.71533823,27.07844472,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTD12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,19.56,16.43,-3.13,2005,2015,10,-0.313,,,,Group,-23.7628052,26.99606916,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTD13,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,23.07,30.56,7.49,2005,2015,10,0.749,,,,Group,-23.75639919,27.04008077,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTD14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,12.82,11.9,-0.92,2005,2015,10,-0.092,,,,Group,-23.76207917,27.07781896,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTE1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,36.96,33.49,-3.47,2002,2015,13,-0.266923077,,,,Group,-18.75961345,24.08094148,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTE3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,45.3,37.27,-8.03,2002,2015,13,-0.617692308,,,,Group,-18.7996693,24.07691626,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTE4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,53.56,46.37,-7.19,2002,2015,13,-0.553076923,,,,Group,-18.8435193,24.04015845,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTE6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,24.98,19.9,-5.08,2002,2015,13,-0.390769231,,,,Group,-18.71986973,24.03991119,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTE7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,40.82,39.43,-1.39,2002,2015,13,-0.106923077,,,,Group,-18.72344984,24.08263987,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Botwsana,BOTE8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,49.09,48.02,-1.07,2002,2015,13,-0.082307692,,,,Group,-18.76099257,24.0376346,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Cameroon,CAMA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,11.43,9.27,-2.16,2004,2013,9,-0.24,,,,Group,8.768656128,14.72419776,,,fire frequency and herbivory,Fire increases,,
,Axelsson and Hanan 2018,Cameroon,CAMA15,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,14.79,14.36,-0.43,2004,2013,9,-0.047777778,,,,Group,8.560160177,14.83440402,,,fire frequency and herbivory,Fire increases,,
